Title,Year,Conference,Subfield,Authors,Author_Institutions,Author_Countries,Status,Track,Citations
Getting Air: Modelling and Control of a Hybrid Pneumatic-Electric Legged Robot,2023,ICRA,Robotics,Christopher Mailer;Stacey Shield;Reuben Govender;Amir Patel;Christopher Mailer;Stacey Shield;Reuben Govender;Amir Patel,"Department of Electrical Engineering, University of Cape Town; Department of Electrical Engineering, University of Cape Town; Department of Mechanical Engineering, University of Cape Town, South Africa; Department of Electrical Engineering, University of Cape Town",South Africa,Poster,main,4
Multi-Agent Synchronization Using Online Model-Free Action Dependent Dual Heuristic Dynamic Programming Approach,2019,ICRA,Robotics,Mohammed Abouheaf;Wail Gueaieb;Mohammed Abouheaf;Wail Gueaieb,"College of Energy Engineering, Aswan University Aswan Egypt and School of Electrical Engineering & Computer Science, University of Ottawa, Ottawa, Canada; School of Electrical Engineering & Computer Science, University of Ottawa, Ottawa, Canada",Egypt;Canada,Poster,main,8
Video Object Segmentation using Teacher-Student Adaptation in a Human Robot Interaction (HRI) Setting,2019,ICRA,Robotics,Mennatullah Siam;Chen Jiang;Steven Lu;Laura Petrich;Mahmoud Gamal;Mohamed Elhoseiny;Martin Jagersand;Mennatullah Siam;Chen Jiang;Steven Lu;Laura Petrich;Mahmoud Gamal;Mohamed Elhoseiny;Martin Jagersand,"University of Alberta, Canada; University of Alberta, Canada; University of Alberta, Canada; University of Alberta, Canada; Cairo University, Egypt; Facebook AI Research; University of Alberta, Canada",Canada;Egypt;United States,Poster,main,108
An improved modelling scheme for photometric moments with inclusion of spatial weights for visual servoing with partial appearance/disappearance,2015,ICRA,Robotics,Manikandan Bakthavatchalam;François Chaumette;Omar Tahri;Manikandan Bakthavatchalam;François Chaumette;Omar Tahri,"ENSA, LTI, El Jadida, Morocco; UVHC, IEMN-DOAE, Valenciennes, France; UVHC, IEMN-DOAE, Valenciennes, France",Morocco;France,Poster,main,14
Intuitive visual teleoperation for UGVs using free-look augmented reality displays,2015,ICRA,Robotics,Kai Krückel;Florian Nolden;Alexander Ferrein;Ingrid Scholl;Kai Krückel;Florian Nolden;Alexander Ferrein;Ingrid Scholl,"Mobile Autonomous Systems & Cognitive Robotics Institute FH Aachen University of Applied Sciences, Aachen, Germany; Mobile Autonomous Systems & Cognitive Robotics Institute FH Aachen University of Applied Sciences, Aachen, Germany; UKZN and CSIR, Centre of AI Research, South Africa; Mobile Autonomous Systems & Cognitive Robotics Institute FH Aachen University of Applied Sciences, Aachen, Germany",Germany;South Africa,Poster,main,51
Paramagnetic microparticles sliding on a surface: Characterization and closed-loop motion control,2015,ICRA,Robotics,Kareem Youakim;Mohamed Ehab;Omar Hatem;Sarthak Misra;Islam S. M. Khalil;Kareem Youakim;Mohamed Ehab;Omar Hatem;Sarthak Misra;Islam S. M. Khalil,"German University in Cairo, New Cairo City, Egypt; German University in Cairo, New Cairo City, Egypt; German University in Cairo, New Cairo City, Egypt; Department of Biomechanical Engineering, University of Twente, Enschede, AE, The Netherlands; German University in Cairo, New Cairo City, Egypt",Egypt;Netherlands,Poster,main,15
Safe motion using viability kernels,2015,ICRA,Robotics,Mohamed A. Bouguerra;Thierry Fraichard;Mohamed Fezari;Mohamed A. Bouguerra;Thierry Fraichard;Mohamed Fezari,"Electrical Engineering Dept, Annaba Univ, Algeria; Thierry Fraichard is with INRIA, CNRS-LIG and Grenoble Univ, France; Electrical Engineering Dept, Annaba Univ, Algeria",Algeria;France,Poster,main,5
Central axis approach for computing n-finger force-closure grasps,2008,ICRA,Robotics,B. Bounab;D. Sidobre;A. Zaatri;B. Bounab;D. Sidobre;A. Zaatri,"Laboratory of Structure Mechanics of Military Polytechnic School LMS-EMP, bp 17, 16111-Bordj El-Bahri, Algeria, and with LAAS-CNRS of University of Toulouse, 7 Avenue du Colonel Roche 31077, France; LAAS-CNRS of University of Toulouse, Toulouse, France; Laboratory of Advanced Technology Applications, Constantine, Algeria",Algeria;France,Poster,main,35
Formation path following control of unicycle-type mobile robots,2008,ICRA,Robotics,Jawhar Ghommam;Maarouf Saad;Faical Mnif;Jawhar Ghommam;Maarouf Saad;Faical Mnif,"Ecole Nationale d lngenieurs Sfax (ENIS), Research unit Mechatronics and Autonoumous Systems, Sfax, Tunisia; Department of Electrical Engineering, Ecole de Technologie Superieure, QUE, Canada; Ecole Nationale d lngenieurs Sfax (ENIS), Research unit Mechatronics and Autonoumous Systems, Sfax, Tunisia",Tunisia;Canada,Poster,main,230
AeroDima: Cheetah-Inspired Aerodynamic Tail Design for Rapid Maneuverability,2024,ICRA,Robotics,Daryn Bright;Stacey Shield;Amir Patel;Daryn Bright;Stacey Shield;Amir Patel,"Department of Electrical Engineering, The University of Cape Town at the University of Cape Town, South Africa; Department of Electrical Engineering, The University of Cape Town at the University of Cape Town, South Africa; Department of Electrical Engineering, The University of Cape Town at the University of Cape Town, South Africa",South Africa,Poster,main,3
Autonomous and Teleoperation Control of a Drawing Robot Avatar,2024,ICRA,Robotics,Lingyun Chen;Abdeldjallil Naceri;Abdalla Swikir;Sandra Hirche;Sami Haddadin;Lingyun Chen;Abdeldjallil Naceri;Abdalla Swikir;Sandra Hirche;Sami Haddadin,"Centre for Tactile Internet With Human-in-the-Loop (CeTI); Munich Institute of Robotics and Machine Intelligence, Technical University of Munich, Germany; Department of Electrical and Electronic Engineering, Omar Al-Mukhtar University (OMU), Albaida, Libya; Chair of Information-Oriented Control (ITR), Technical University of Munich, Germany; Centre for Tactile Internet With Human-in-the-Loop (CeTI)",;Germany;Libya,Poster,main,0
CITR: A Coordinate-Invariant Task Representation for Robotic Manipulation,2024,ICRA,Robotics,Peter So;Rafael I. Cabral Muchacho;Robin Jeanne Kirschner;Abdalla Swikir;Luis Figueredo;Fares J. Abu-Dakka;Sami Haddadin;Peter So;Rafael I. Cabral Muchacho;Robin Jeanne Kirschner;Abdalla Swikir;Luis Figueredo;Fares J. Abu-Dakka;Sami Haddadin,"Munich Institute of Robotics and Machine Intelligence, TUM, Germany; Division of Robotics, Perception and Learning, KTH Royal Institute of Technology, Sweden; Munich Institute of Robotics and Machine Intelligence, TUM, Germany; Department of Electrical and Electronic Engineering, Omar Al-Mukhtar University (OMU), Libya; Munich Institute of Robotics and Machine Intelligence, TUM, Germany; Electronic and Informatics Department, Faculty of Engineering, Mondragon Unibertsitatea, Spain; Munich Institute of Robotics and Machine Intelligence, TUM, Germany",Germany;Sweden;Libya;Spain,Poster,main,0
Learning Barrier-Certified Polynomial Dynamical Systems for Obstacle Avoidance with Robots,2024,ICRA,Robotics,Martin Schonger;Hugo T. M. Kussaba;Lingyun Chen;Luis Figueredo;Abdalla Swikir;Aude Billard;Sami Haddadin;Martin Schonger;Hugo T. M. Kussaba;Lingyun Chen;Luis Figueredo;Abdalla Swikir;Aude Billard;Sami Haddadin,"Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Germany; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Germany; School of Computer Science, University of Nottingham, UK; Omar Al-Mukhtar University (OMU), Albaida, Libya; Learning Algorithms and Systems Laboratory, EPFL, Switzerland; Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich (TUM), Germany",Germany;United Kingdom;Libya;Switzerland,Poster,main,1
Optimal Control for Clutched-Elastic Robots: A Contact-Implicit Approach,2024,ICRA,Robotics,Dennis Ossadnik;Vasilije Rakčević;Mehmet C. Yildirim;Edmundo Pozo Fortunić;Hugo T. M. Kussaba;Abdalla Swikir;Sami Haddadin;Dennis Ossadnik;Vasilije Rakčević;Mehmet C. Yildirim;Edmundo Pozo Fortunić;Hugo T. M. Kussaba;Abdalla Swikir;Sami Haddadin,"Chair of Robotics and Systems Intelligence and the Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Chair of Robotics and Systems Intelligence and the Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Chair of Robotics and Systems Intelligence and the Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Chair of Robotics and Systems Intelligence and the Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Chair of Robotics and Systems Intelligence and the Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany; Department of Electrical and Electronic Engineering, Omar Al-Mukhtar University (OMU), Albaida, Libya; Chair of Robotics and Systems Intelligence and the Munich Institute of Robotics and Machine Intelligence (MIRMI), Technical University of Munich, Germany",Germany;Libya,Poster,main,1
Osiris: Building Hierarchical Representations for Agricultural Environments,2024,ICRA,Robotics,Adam Mukuddem;Paul Amayo;Adam Mukuddem;Paul Amayo,"African Robotics Unit, University of Cape Town, South Africa; African Robotics Unit, University of Cape Town, South Africa",South Africa,Poster,main,1
Path-following control of a velocity constrained tracked vehicle incorporating adaptive slip estimation,2012,ICRA,Robotics,Michael Burke;Michael Burke,"Mobile Intelligent Autonomous Systems research group of the CSIR, South Africa",South Africa,Poster,main,57
xBots: An approach to generating and executing optimal multi-robot plans with cross-schedule dependencies,2012,ICRA,Robotics,G. Ayorkor Korsah;Balajee Kannan;Brett Browning;Anthony Stentz;M. Bernardine Dias;G. Ayorkor Korsah;Balajee Kannan;Brett Browning;Anthony Stentz;M. Bernardine Dias,"Ashesi University College, Berekuso, Ghana; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA",Ghana;United States,Poster,main,66
Disturbance attenuation of a handheld parallel robot,2013,ICRA,Robotics,Ahmed El-Shenawy;Achim Wagner;Peter Pott;Ralf Gundling;MarKus Schwarz;Essam Badreddin;Ahmed El-Shenawy;Achim Wagner;Peter Pott;Ralf Gundling;MarKus Schwarz;Essam Badreddin,"Arab Academy for Science and Technology, Egypt; Automation Laboratory, University of Heidelberg, Germany; Institut fr Elektromechanische Konstruktionen, Wissenschaftlicher Geschaeftsfhrer, Technische Universitaet Darmstadt, Germany; Laboratory for Biomechanics and experimental Orthopaedics, Heidelberg University, Germany; Laboratory for Biomechanics and experimental Orthopaedics, Heidelberg University, Germany; Automation Laboratory, University of Heidelberg, Germany",Egypt;Germany,Poster,main,16
New results in images moments-based visual servoing,2013,ICRA,Robotics,A. Yeremou Tamtsia;O. Tahri;Y. Mezouar;H. Djalo;E. Tonye;A. Yeremou Tamtsia;O. Tahri;Y. Mezouar;H. Djalo;E. Tonye,"University of Douala, Cameroun, France; Institute for Systems and Robotics, Coimbra, Portugal; IFMA, lnstitut Pascal, Clermont University, Clermont-Ferrand, France; University of Maroua, Cameroun, France; University of Yaounde I, Cameroun, France",France;Portugal;Cameroon,Poster,main,16
Screw theory based-design and tracking control of an endoscopic parallel manipulator for laparoscopic surgery,2013,ICRA,Robotics,Khalil Ibrahim;Ahmed Ramadan;Mohamed Fanni;Yo Kobayashi;Ahmed Abo-Ismail;Masakatus G. Fujie;Khalil Ibrahim;Ahmed Ramadan;Mohamed Fanni;Yo Kobayashi;Ahmed Abo-Ismail;Masakatus G. Fujie,"Egypt-Japan University Technology, Alexandria, Egypt; Computers Engineering and Automatic Control Department, Tanta University, Tanta, Egypt; Prod. Engineering & Mechanical Design, Mansoura University, Mansoura, Egypt; The faculty of Science and Engineering, Waseda University, Tokyo, Japan; Egypt-Japan University of Science and Technology, Alexandria, Egypt; The faculty of Science and Engineering, Waseda University, Tokyo, Japan",Egypt;Japan,Poster,main,13
Vision-based path following using the 1D trifocal tensor,2013,ICRA,Robotics,Deon Sabatta;Roland Siegwart;Deon Sabatta;Roland Siegwart,"Council for Scientific and Industrial Research, Pretoria, ZA; Autonomous Systems Laboratory, ETH Zurich, Switzerland",South Africa;Switzerland,Poster,main,12
Trajectory Generation and Tracking of a Mini-Rotorcraft,2005,ICRA,Robotics,L. Beji;A. Abichou;L. Beji;A. Abichou,"LSC Laboratory, Université d''Evry Val d''Essonne, Evry, France; LIM Laboratory, Ecole Polytechnique de Tunisie, La Marsa, Tunisia",France;Tunisia,Poster,main,47
Auto-BPA: An Enhanced Ball-Pivoting Algorithm With Adaptive Radius Using Contextual Bandits,2024,WACV,Computer Vision and Pattern Recognition,Houda Saffi; Naima Otberdout; Youssef Hmamouche; Amal El Fallah Seghrouchni,"Ai movement - International Artificial Intelligence Center of Morocco, University Mohammed VI Polytechnic, Rabat, Morocco; Ai movement - International Artificial Intelligence Center of Morocco, University Mohammed VI Polytechnic, Rabat, Morocco; Ai movement - International Artificial Intelligence Center of Morocco, University Mohammed VI Polytechnic, Rabat, Morocco; Ai movement - International Artificial Intelligence Center of Morocco, University Mohammed VI Polytechnic, Rabat, Morocco + Sorbonne Universit ´e, LIP6 - UMR 7606 CNRS, France",Morocco;France,Poster,main,1
DR10K: Transfer Learning Using Weak Labels for Grading Diabetic Retinopathy on DR10K Dataset,2024,WACV,Computer Vision and Pattern Recognition,Mohamed ElHabebe; Shereen ElKordi; Ahmed Gamal ElDin; Noha Adly; Marwan Torki; Ahmed Elmassry; Islam SH Ahmed,"Alexandria University, Alexandria, Egypt+Applied Innovation Center, MCIT, Cairo, Egypt; Alexandria University, Alexandria, Egypt+Applied Innovation Center, MCIT, Cairo, Egypt; Alexandria University, Alexandria, Egypt+Applied Innovation Center, MCIT, Cairo, Egypt; Alexandria University, Alexandria, Egypt+Applied Innovation Center, MCIT, Cairo, Egypt; Alexandria University, Alexandria, Egypt+Applied Innovation Center, MCIT, Cairo, Egypt; Alexandria University, Alexandria, Egypt+Applied Innovation Center, MCIT, Cairo, Egypt; Alexandria University, Alexandria, Egypt+Applied Innovation Center, MCIT, Cairo, Egypt",Egypt,Poster,main,1
Discriminator-Free Unsupervised Domain Adaptation for Multi-Label Image Classification,2024,WACV,Computer Vision and Pattern Recognition,Inder Pal Singh; Enjie Ghorbel; Anis Kacem; Arunkumar Rathinam; Djamila Aouada,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg; Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg + High Institute of Multimedia Arts (ISAMM), University of Manouba, Tunisia; Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg; Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg; Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg",Luxembourg;Tunisia,Poster,main,9
Fast and Interpretable Face Identification for Out-of-Distribution Data Using Vision Transformers,2024,WACV,Computer Vision and Pattern Recognition,Hai Phan; Cindy X. Le; Vu Le; Yihui He; Anh “Totti” Nguyen,Auburn University; Columbia University; Phenikaa University; Carnegie Mellon University; Auburn University,United States;Egypt,Poster,main,9
Graph Neural Networks for End-to-End Information Extraction From Handwritten Documents,2024,WACV,Computer Vision and Pattern Recognition,Yessine Khanfir; Marwa Dhiaf; Emna Ghodhbani; Ahmed Cheikh Rouhou; Yousri Kessentini,"InstaDeep; Digital Research Centre of Sfax, Tunisia+SM@RTS: Laboratory of Signals, Systems, Artificial Intelligence and Networks; InstaDeep; InstaDeep; Digital Research Centre of Sfax, Tunisia+SM@RTS: Laboratory of Signals, Systems, Artificial Intelligence and Networks",United Kingdom;Tunisia;,Poster,main,2
High-Fidelity Pseudo-Labels for Boosting Weakly-Supervised Segmentation,2024,WACV,Computer Vision and Pattern Recognition,Arvi Jonnarth; Yushan Zhang; Michael Felsberg,"Department of Electrical Engineering, Link ¨oping University, Sweden + Husqvarna Group, Huskvarna, Sweden; Department of Electrical Engineering, Link ¨oping University, Sweden; Department of Electrical Engineering, Link ¨oping University, Sweden + University of KwaZulu-Natal, Durban, South Africa",Sweden;South Africa,Poster,main,1
Adversarial Attention Deficit: Fooling Deformable Vision Transformers with Collaborative Adversarial Patches,2025,WACV,Computer Vision and Pattern Recognition,Quazi Mishkatul Alam; Bilel Tarchoun; Ihsen Alouani; Nael Abu-Ghazaleh,"University of California Riverside, USA; Ecole Nationale d’Ingénieurs de Sousse, Tunisia; Queen’s University Belfast, UK; University of California Riverside, USA",United States;Tunisia;United Kingdom,Poster,main,0
DPA: Dual Prototypes Alignment for Unsupervised Adaptation of Vision-Language Models,2025,WACV,Computer Vision and Pattern Recognition,Eman Ali; Sathira Silva; Muhammad Haris Khan,Mohamed Bin Zayed University of Artificial Intelligence+Alexandria University; Mohamed Bin Zayed University of Artificial Intelligence; Mohamed Bin Zayed University of Artificial Intelligence,United Arab Emirates;Egypt,Poster,main,1
DiffuPT: Class Imbalance Mitigation for Glaucoma Detection via Diffusion Based Generation and Model Pretraining,2025,WACV,Computer Vision and Pattern Recognition,Youssof Nawar; Nouran Soliman; Moustafa Wassel; Mohamed ElHabebe; Noha Adly; Marwan Torki; Ahmed Elmassry; Islam Ahmed,"Applied Innovation Center, MCIT, Egypt; Applied Innovation Center, MCIT, Egypt; Applied Innovation Center, MCIT, Egypt; Applied Innovation Center, MCIT, Egypt; Applied Innovation Center, MCIT, Egypt + Alexandria University, Egypt; Applied Innovation Center, MCIT, Egypt + Alexandria University, Egypt; Alexandria University, Egypt; Alexandria University, Egypt",Egypt,Poster,main,0
I3D-AE-LSTM: A 2-Stream Autoencoder for Action Quality Assessment using a Newly Created Cricket Batsman Video Dataset,2025,WACV,Computer Vision and Pattern Recognition,Tevin Moodley; Dustin Terence van der Haar,University of Johannesburg; University of Johannesburg,South Africa,Poster,main,1
Local Masked Reconstruction for Efficient Self-Supervised Learning on High-Resolution Images,2025,WACV,Computer Vision and Pattern Recognition,Jun Chen; Faizan Farooq Khan; Ming Hu; Ammar Sherif; Zongyuan Ge; Boyang Li; Mohamed Elhoseiny,King Abdullah University of Science and Technology; King Abdullah University of Science and Technology; Monash University; Nile University; Monash University; Nanyang Technological University; King Abdullah University of Science and Technology,Saudi Arabia;Australia;Egypt;Singapore,Poster,main,0
Extracting identifying contours for African elephants and humpback whales using a learned appearance model,2020,WACV,Computer Vision and Pattern Recognition,Hendrik Weideman; Chuck Stewart; Jason Parham; Jason Holmberg; Kiirsten Flynn; John Calambokidis; D. Barry Paul; Anka Bedetti; Michelle Henley; Frank Pope; Jerenimo Lepirei,Bloomberg L.P.; Rensselaer Polytechnic Institute; Wild Me; Wild Me; Cascadia Research Collective; Cascadia Research Collective; Elephants Alive; Elephants Alive; Elephants Alive; Save the Elephants; Save the Elephants,United States;South Africa;,Poster,main,38
Image identification of Protea species with attributes and subgenus scaling,2020,WACV,Computer Vision and Pattern Recognition,Peter Thompson; Willie Brink,Stellenbosch University; Stellenbosch University,South Africa,Poster,main,1
"Generalized Object Detection on Fisheye Cameras for Autonomous Driving: Dataset, Representations and Baseline",2021,WACV,Computer Vision and Pattern Recognition,Hazem Rashed; Eslam Mohamed; Ganesh Sistu; Varun Ravi Kumar; Ciaran Eising; Ahmad El-Sallab; Senthil Yogamani,"Valeo R&D, Egypt; Valeo Vision Systems, Ireland; Valeo DAR Kronach, Germany; University of Limerick, Ireland; Valeo R&D, Egypt; Valeo Vision Systems, Ireland; Valeo Vision Systems, Ireland",Egypt;Ireland;Germany,Poster,main,95
MUSCLE: Strengthening Semi-Supervised Learning via Concurrent Unsupervised Learning Using Mutual Information Maximization,2021,WACV,Computer Vision and Pattern Recognition,Hanchen Xie; Mohamed E. Hussein; Aram Galstyan; Wael Abd-Almageed,"USC Information Sciences Institute; USC Information Sciences Institute + Alexandria University, Alexandria, Egypt; USC Information Sciences Institute; USC Information Sciences Institute",United States;Egypt,Poster,main,12
Multi Projection Fusion for Real-Time Semantic Segmentation of 3D LiDAR Point Clouds,2021,WACV,Computer Vision and Pattern Recognition,Yara Ali Alnaggar; Mohamed Afifi; Karim Amer; Mohamed ElHelw,"Center for Informatics Science, Nile University; Center for Informatics Science, Nile University; Center for Informatics Science, Nile University; Center for Informatics Science, Nile University",Egypt,Poster,main,60
A Bag of Tricks for Dialogue Summarization,2021,EMNLP,Computational Linguistics,Muhammad Khalifa; Miguel Ballesteros; Kathleen McKeown,"Cairo University, Cairo, Egypt; Amazon AI, USA+Department of Computer Science, Columbia University, NY, USA; Amazon AI, USA+Department of Computer Science, Columbia University, NY, USA",Egypt;United States,Main,main,32
RepGraph: Visualising and Analysing Meaning Representation Graphs,2021,EMNLP,Computational Linguistics,Jaron Cohen; Roy Cohen; Edan Toledo; Jan Buys,"Department of Computer Science, University of Cape Town; Department of Computer Science, University of Cape Town; Department of Computer Science, University of Cape Town; Department of Computer Science, University of Cape Town",South Africa,System Demonstrations,main,1
The Low-Resource Double Bind: An Empirical Study of Pruning for Low-Resource Machine Translation,2021,EMNLP,Computational Linguistics,Orevaoghene Ahia; Julia Kreutzer; Sara Hooker,"Masakhane NLP; Google Research + Masakhane NLP; Google Research, Brain",South Africa;United States,finding,main,57
Building Resources for Emakhuwa: Machine Translation and News Classification Benchmarks,2024,EMNLP,Computational Linguistics,Felermino D. M. A. Ali; Henrique Lopes Cardoso; Rui Sousa-Silva,Laboratório de Inteligência Artificial e Ciência de Computadores (LIACC / LASI) + Faculdade de Engenharia da Universidade do Porto + Faculdade de Engenharia da Universidade Lúrio; Laboratório de Inteligência Artificial e Ciência de Computadores (LIACC / LASI) + Faculdade de Engenharia da Universidade do Porto; Centro de Linguística da Universidade do Porto (CLUP) + Faculdade de Letras da Universidade do Porto,Portugal;Mozambique,Main,main,1
Gazelle: An Instruction Dataset for Arabic Writing Assistance,2024,EMNLP,Computational Linguistics,Samar Mohamed Magdy; Fakhraddin Alwajih; Sang Yun Kwon; Reem Abdel-Salam; Muhammad Abdul-Mageed,The University of British Columbia; MBZUAI; Invertible AI; Cairo University; The University of British Columbia,Canada;United Arab Emirates;United States;Egypt,finding,main,0
LLM-DetectAIve: a Tool for Fine-Grained Machine-Generated Text Detection,2024,EMNLP,Computational Linguistics,Mervat Abassy; Kareem Elozeiri; Alexander Aziz; Minh Ngoc Ta; Raj Vardhan Tomar; Bimarsha Adhikari; Saad El Dine Ahmed; Yuxia Wang; Osama Mohammed Afzal; Zhuohan Xie; Jonibek Mansurov; Ekaterina Artemova; Vladislav Mikhailov; Rui Xing; Jiahui Geng; Hasan Iqbal; Zain Muhammad Mujahid; Tarek Mahmoud; Akim Tsvigun; Alham Fikri Aji; Artem Shelmanov; Nizar Habash; Iryna Gurevych; Preslav Nakov,"MBZUAI+Alexandria University; MBZUAI+Zewail City of Science and Technology; MBZUAI+University of Florida; MBZUAI+Hanoi University of Science and Technology; MBZUAI+Cluster Innovation Center, University of Delhi; MBZUAI; MBZUAI; MBZUAI; MBZUAI; MBZUAI; MBZUAI; Toloka AI; University of Oslo; MBZUAI; MBZUAI; MBZUAI; MBZUAI; MBZUAI; MBZUAI; KU Leuven; MBZUAI; MBZUAI; MBZUAI+New York University Abu Dhabi; MBZUAI",United Arab Emirates;Egypt;United States;Vietnam;India;Russian Federation;Norway;Belgium,System Demonstrations,main,12
The Zeno’s Paradox of ‘Low-Resource’ Languages,2024,EMNLP,Computational Linguistics,Hellina Hailu Nigatu; Atnafu Lambebo Tonja; Benjamin Rosman; Thamar Solorio; Monojit Choudhury,"UC Berkeley, USA+MBZUAI, UAE+Lelapa AI, South Africa; MBZUAI, UAE+Lelapa AI, South Africa+University of Houston, Houston, USA; Lelapa AI, South Africa+RAIL Lab - University of the Witwatersrand, South Africa; MBZUAI, UAE+University of Houston, Houston, USA; MBZUAI, UAE",United States;United Arab Emirates;South Africa,Main,main,10
Towards Measuring and Modeling “Culture” in LLMs: A Survey,2024,EMNLP,Computational Linguistics,Muhammad Farid Adilazuarda; Sagnik Mukherjee; Pradhyumna Lavania; Siddhant Shivdutt Singh; Alham Fikri Aji; Jacki O’Neill; Ashutosh Modi; Monojit Choudhury,"MBZUAI; MBZUAI; Indian Institute of Technology Kanpur, India; Indian Institute of Technology Kanpur, India; MBZUAI; Microsoft Research Africa, Nairobi, Kenya; Indian Institute of Technology Kanpur, India; MBZUAI",United Arab Emirates;India;Kenya,Main,main,65
Voices Unheard: NLP Resources and Models for Yorùbá Regional Dialects,2024,EMNLP,Computational Linguistics,Orevaoghene Ahia; Anuoluwapo Aremu; Diana Abagyan; Hila Gonen; David Ifeoluwa Adelani; Daud Abolade; Noah A. Smith; Yulia Tsvetkov,University of Washington; Lelapa AI; University of Washington; University of Washington; Mila - Quebec AI Institute; Masakhane NLP; Allen Institute for AI; University of Washington,United States;South Africa;Canada,Main,main,5
Cross-lingual Open-Retrieval Question Answering for African Languages,2023,EMNLP,Computational Linguistics,Odunayo Ogundepo;Tajuddeen Gwadabe;Clara E. Rivera;Jonathan H. Clark;Sebastian Ruder;David Ifeoluwa Adelani;Bonaventure F. P. Dossou;Abdou Aziz DIOP;Claytone Sikasote;Gilles HACHEME;Happy Buzaaba;Ignatius Ezeani;Rooweither Mabuya;Salomey Osei;Chris Chinenye Emezue;Albert Kahira;Shamsuddeen Hassan Muhammad;Akintunde Oladipo;Abraham Toluwase Owodunni;Atnafu Lambebo Tonja;Iyanuoluwa Shode;Akari Asai;Anuoluwapo Aremu;Ayodele Awokoya;Bernard Opoku;Chiamaka Ijeoma Chukwuneke;Christine Mwase;Clemencia Siro;Stephen Arthur;Tunde Oluwaseyi Ajayi;Verrah Akinyi Otiende;Andre Niyongabo Rubungo;Boyd Sinkala;Daniel Ajisafe;Emeka Felix Onwuegbuzia;Falalu Ibrahim Lawan;Ibrahim Said Ahmad;Jesujoba Oluwadara Alabi;CHINEDU EMMANUEL MBONU;Mofetoluwa Adeyemi;Mofya Phiri;Orevaoghene Ahia;Ruqayya Nasir Iro;Sonia Adhiambo,"University of Waterloo;Masakhane Research Foundation;Research, Google;Google DeepMind;;University College London, University of London;McGill University, McGill University;;;Masakhane NLP;RIKEN;Lancaster University;North-West University;Universidad de Deusto;;Julich Supercomputing Center;;University of Waterloo;;Instituto Politécnico Nacional;Bloomberg;Paul G. Allen School of Computer Science & Engineering, University of Washington;;University of Ibadan;Accra Institute of Technology;Lancaster University;;;;University of Galway, Ireland;Tom Mboya University;Princeton University;University of Zambia;University of British Columbia;University of Ibadan;Kaduna State University;Bayero University Kano;Universität des Saarlandes;Nnamdi Azikiwe University;University of Waterloo;University of Zambia;;National Open University of Nigeria;",Canada;South Africa;United States;United Kingdom;Japan;Spain;Germany;Mexico;Nigeria;Ghana;Ireland;Kenya;Zambia,Long Findings,main,0
